id,name,explanation
3a53610c-9ad1-4dd3-a9c3-250cdbecd5a5,Elaeis Guineensis (Palm) Kernel Oil,Palm kernel oil — high in lauric acid with emollient properties. Well-tolerated.
91304ef9-2e48-4d64-be78-a9bb7b1568e3,Elaeis Guineensis (Palm) Oil,Palm oil — rich in palmitic and oleic acid. Emollient; well-tolerated.
5441c198-608b-43b0-a2b9-dad486822c47,Epilobium Angustifolium Flower/Leaf/Stem Extract,Willowherb extract — potent anti-inflammatory; reduces redness and supports reactive skin. Very well-tolerated.
28982a04-b4d3-4609-88c3-c7df5b26a2e3,Epilobium Fleischeri Flower/Leaf/Stem Extract,Alpine willowherb extract — contains oenothein B and other polyphenols with anti-inflammatory and sebum-regulating properties. Used in calming formulas for reactive skin. Well-tolerated.
f4923a12-2b85-4435-86f9-87dd65d54a2b,Ergosterol,A plant/fungal sterol (provitamin D2). Supports barrier function similarly to cholesterol. Well-tolerated.
49c5f833-f50f-47a6-9ede-d10cc02337b4,Erythritol,A sugar alcohol used as a humectant. Well-tolerated.
10e92fdf-ae3a-4069-a3a4-2188975d8688,Ethoxydiglycol,A glycol ether used as a solvent and penetration enhancer. Helps active ingredients absorb into skin. Well-tolerated at typical cosmetic concentrations.
a1e40a06-3571-48f6-b2a6-7afba183fe06,Ethyl Hexanediol,A diol used as a humectant and mild insect repellent. Well-tolerated at cosmetic concentrations.
30917933-8ccf-44fb-a445-3126425e81b2,Ethylhexyl Hydroxystearate,A hydroxylated emollient ester with a smooth skin feel. Well-tolerated.
06100428-6334-46d5-ad0b-a1155ce09ff3,Ethylhexyl Isononanoate,"A lightweight emollient ester with a dry, non-greasy skin feel. Used in sunscreens and foundations. Well-tolerated."
f19937c6-d9f4-4da0-a384-8c6013becda4,Ethylhexyl Palmitate,"A synthetic ester of 2-ethylhexanol and palmitic acid used as a skin conditioner and emollient. Gives formulas a dry, velvety skin feel without greasiness. Has a moderate comedogenicity rating — some acne-prone people find it contributes to clogged pores, but most skin types tolerate it fine. Not a sensitizer."
7b802187-2ce9-43f6-ac1c-b4912ce97257,Ethylhexyl Stearate,"A lightweight emollient ester with a dry, non-greasy feel. Well-tolerated."
7fddfb23-0ef9-4ffe-8ebc-5221b4356306,Ethylhexylglycerin,A glycerin-derived preservative booster and skin conditioner. Well-tolerated.
70234f59-5d68-4685-af76-4546de4f050f,Eucalyptus Globulus Leaf Extract,"Eucalyptus leaf extract — distinct from eucalyptus essential oil. At extract concentrations, the 1,8-cineole content is much lower. Mild antimicrobial. Generally well-tolerated."
722acf24-0f9e-48e8-889f-6118ea694cf8,Euphorbia Cerifera Wax,Candelilla wax — a plant-derived wax from candelilla shrubs. Common vegan alternative to beeswax in lip products. Not a sensitizer.
ccddcd64-99ea-4075-b62d-e7b9b6c7d435,Evening Primrose Extract,Evening primrose plant extract — contains GLA and other beneficial fatty acids in extract form. Well-tolerated.
01c12e12-4036-4d09-9bc3-a3713c868661,Ferric Ammonium Ferrocyanide,Prussian blue (Ci 77510) — a blue pigment used in cosmetics. Inert; not a sensitizer.
a0f0e46a-232c-4895-bb19-a91cb5775c5e,Ferulic Acid,A hydroxycinnamic acid antioxidant found in plant cell walls. Significantly boosts the efficacy of vitamins C and E. Well-tolerated; not a sensitizer.
b6c67391-9520-41b5-91eb-e200abacf204,Ficus Carica Fruit Extract,Fig fruit extract — contains flavonoids and enzymes with conditioning properties. Well-tolerated.
88190844-84d0-4877-ade6-a4bb1cd059df,Fragaria Chiloensis Fruit Extract,Wild strawberry extract — antioxidant. Well-tolerated.
75bad4a1-c1fa-4e1e-9943-3d949b1b2aa3,Fructooligosaccharides,Prebiotic sugars that feed beneficial bacteria on the skin microbiome. Well-tolerated and non-sensitizing.
ed9ceed2-21aa-49cd-8db1-62d09fd8a72d,Fructose,A natural sugar used as a humectant and osmolyte. Well-tolerated.
94136204-e7db-48a0-9557-55a6d2241d53,Fruit Stem Cells (Malus Domestica Fruit Cell Culture Extract,Apple stem cell extract — contains plant epigenetic factors. Well-tolerated.
c15aca09-5738-488e-b57f-775c6a672af7,Ganoderma Lucidum Extract,Reishi mushroom extract — contains beta-glucans and triterpenes with antioxidant and anti-inflammatory properties. Well-tolerated.
61b25f66-d8e2-4ae2-a745-66f18b179d9f,Garcinia Mangostana Peel Extract,Mangosteen peel extract — contains xanthones with potent antioxidant and anti-inflammatory properties. Well-tolerated.
20b4b5ae-072c-49e2-87cb-17e3fa74c7c6,Gardenia Florida Fruit Extract,Gardenia fruit extract — contains crocin and other antioxidants. Well-tolerated.
6e20e3d0-bd7e-4d0d-b759-84d923cca1f4,Gaultheria Procumbens (Wintergreen) Leaf Extract,"Wintergreen leaf extract — contains methyl salicylate with analgesic and antimicrobial properties. At diluted extract concentrations, generally well-tolerated."
b2400464-5e41-4edf-abe2-2bad2e216e83,Ginkgo Biloba Leaf Extract,Ginkgo leaf extract — contains flavonoids and terpenoids with antioxidant and mild anti-inflammatory activity. Well-tolerated in skincare; not a common sensitizer at cosmetic concentrations.
e507aa75-f272-48e4-b561-2dea74c3b458,Ginko Biloba Leaf Extract,Ginkgo biloba leaf extract (alternate spelling) — antioxidant and circulation-boosting. Well-tolerated.
3553d155-469c-47c3-9aae-d6cefff19d1e,Gluconolactone,"A polyhydroxy acid (PHA) — a gentler class of chemical exfoliant with a larger molecular size than AHAs, meaning it doesn't penetrate as deeply and causes much less irritation. Also functions as a humectant and antioxidant. Mildly increases sun sensitivity, so morning use warrants SPF. Very well-tolerated even by reactive skin; a useful step up from plain humectants for people who can't tolerate glycolic or lactic acid."
167b755b-4375-4b02-b7b9-9d61e3f55b2b,Glucose,A simple sugar used as a humectant and skin-conditioning agent. Also serves as a nutrient source in fermentation-based products. Completely inert and non-sensitizing.
2e9d87b5-8443-49ab-8308-88c53d643d74,Glutathione,A cellular antioxidant tripeptide used in brightening and antioxidant formulas. Very well-tolerated.
0b3db44a-8893-4573-a808-405157ca8c21,Glycereth-26,A PEG-modified glycerin used as a humectant and emollient. Draws moisture to skin and improves product texture. Well-tolerated; not a sensitizer.
a3517009-4cee-4323-b846-3c7074d18315,Glycerin,"A humectant that draws moisture from the environment (and from deeper skin layers) to the surface — one of the most studied and universally well-tolerated skincare ingredients. It works across all skin types including reactive, helps barrier function at higher concentrations, and improves the delivery of other ingredients. A safe and genuinely useful staple."
b2b5770c-8f8e-4ffb-b008-e3e564f7e4eb,Glycerine,"Alternate spelling of glycerin — same ingredient, same safety profile. Well-tolerated."
ea96c49b-f68c-4c63-81dd-fb6ee68ee0c5,Glyceryl Acrylate/Acrylic Acid Copolymer,A hydrophilic polymer that acts as a film former and humectant. Well-tolerated.
da17f8ef-234a-4b59-9a55-cc09806eada0,Glyceryl Behenate,A glycerin ester of behenic acid used as a thickener and emollient in solid formulas. Well-tolerated.
d927d9e7-fce3-40e2-98b8-c39d7d4d11c1,Glyceryl Caprylate,A gentle emulsifier and mild antimicrobial preservative booster derived from glycerin and caprylic acid. Very well-tolerated; often used in natural and sensitive-skin formulas as a gentler alternative to parabens.
4f6a813d-7607-4b4e-bd34-af09b3e13a32,Glyceryl Cocoate,A gentle emulsifier made from glycerin and coconut fatty acids. Well-tolerated.
5ac727f1-854b-44f6-9dae-f689a55228ad,Glyceryl Glucoside,"A glycerin-glucose conjugate that enhances aquaporin activity, improving the skin's water transport. Very well-tolerated; specifically studied for dehydrated and reactive skin."
e7f4747a-4004-4fd6-9d31-7a79b94f6aaf,Glyceryl Laurate,A gentle emulsifier and mild antimicrobial made from glycerin and lauric acid. Well-tolerated at typical cosmetic use levels.
05f61322-fb20-4d91-a98d-e50ecd182736,Glyceryl Stearate,An emulsifier made from glycerin and stearic acid that helps oil and water phases blend and stay stable in emulsions. Very gentle; frequently used in sensitive-skin formulas specifically because of its low irritation profile. No known sensitization concerns.
474fdc43-5c00-440f-8ac0-a104e077a85a,Glycine,The simplest amino acid — used as a skin conditioner and buffer. Well-tolerated.
e9393d77-98c1-4f05-9ab5-ac9ca3f35f88,Glycine Max Seed Extract,Soybean seed extract — contains isoflavones and lecithin with antioxidant and conditioning properties. Well-tolerated.
9eb789af-8417-4065-addb-28bd860b86f0,Glycine Soja (Soybean) Oil,Soybean oil — a linoleic acid-rich emollient. Well-tolerated; non-comedogenic.
d2c94bd2-c2be-4171-ac74-dd378047db8d,Glycine Soja Oil,"Soybean oil — a lightweight, high-linoleic emollient that supports the skin barrier. Well-tolerated; soy sensitivity via topical application is rare and distinct from food allergy."
e0e7885d-3980-49a4-aca8-c3dda56fcbfe,Glycine Soja Seed Extract,Soybean seed extract — contains isoflavones with antioxidant and conditioning properties. Well-tolerated.
3eeb5d0d-fe2b-4c52-b780-33c626c8d29d,Glycol Distearate,A stearic acid ester used as a pearlescent agent and emollient in cleansers and lotions. Well-tolerated.
8bf781b7-2de5-439f-97b9-577489751d8c,Glycyrrhiza Glabra Root Extract,Licorice root extract — contains glabridin and licochalcone A with potent anti-inflammatory and brightening (tyrosinase-inhibiting) properties. Among the best-tolerated botanical actives for reactive and redness-prone skin.
8143354a-e306-433a-846d-bb4a06bc0217,Glycyrrhiza Uralensis Root Extract,Chinese licorice root extract — similar to Glycyrrhiza glabra; contains glycyrrhizin and liquiritin with potent anti-inflammatory and brightening (tyrosinase-inhibiting) properties. Well-tolerated.
d322a050-1f0b-46a4-8292-997f90b61409,Green 5,A synthetic colorant approved for cosmetic use. Inert at typical use levels.
f682850e-5378-4ea4-bff5-3b137bc915e8,Green Tea,Green tea — rich in EGCG catechins with potent antioxidant and anti-inflammatory activity. Very well-tolerated.
0c150365-93ab-4917-bc4a-38eda2bfeb04,Green Tea Extract,Green tea extract — rich in EGCG and other catechins with potent antioxidant and anti-inflammatory activity. Very well-tolerated; among the most studied and trusted botanical actives.
8b86bd5f-dd6a-4af3-90eb-cf5aefccede4,Guar Hydroxypropyltrimonium Chloride,"A modified guar gum used as a conditioning and film-forming agent. Provides a smooth, soft skin feel. Well-tolerated; not a significant sensitizer at typical cosmetic use levels."
6c83ac4b-dbd7-4284-8b31-c99396dfb84a,Haematococcus Pluvialis Oil,Astaxanthin-rich microalgae oil — one of the most potent natural antioxidants. Well-tolerated.
da759dec-fbdb-4264-8b37-2917250cb9bc,Hamamelis Virginiana Extract,Witch hazel extract — the extract (not the alcohol-based distillate) retains tannins and other polyphenols with astringent and antioxidant properties without the alcohol-based irritation risk. Well-tolerated at typical concentrations.
709f101f-0389-48ed-8293-718a41429c34,Hamamelis Virginiana Leaf Extract,Witch hazel leaf extract — gentler than the distillate (which contains alcohol). Retains tannin-based astringent and antioxidant properties. Well-tolerated.
1b62b023-d8d7-4439-b4fe-a9d2c44a8f7a,Hdi/Trimethylol Hexyllactone Crosspolymer,A polyurethane-based film-forming polymer used in long-wear makeup to improve adhesion and flexibility. Inert on skin; not a sensitizer.
c2e9d2f4-0e23-4b7a-859e-8ea152e45a02,Helianthus Annus Seed Oil*,"Sunflower seed oil — lightweight, high-linoleic, excellent for reactive skin. Well-tolerated."
448ce06d-2de1-45a3-8e3d-1293b8c07aaa,Helianthus Annuus (Sunflower) Seed Oil,"Sunflower seed oil — high in linoleic acid, lightweight and well-suited to reactive skin. Well-tolerated."
5572d791-4f45-46ef-ab42-5dd342244fc9,Helianthus Annuus Seed Oil,"Sunflower seed oil — lightweight, rich in linoleic acid (omega-6), and one of the better-researched oils for supporting the skin barrier. High-linoleic oils are recommended for barrier-compromised and reactive skin because linoleic acid deficiency is associated with eczema. Absorbs quickly without heaviness."
ae9bdaee-9efb-4c35-bf9a-63ae24bbae0d,Helianthus Annuus Seed Wax,Sunflower seed wax — a plant-derived wax used as a thickener and texture modifier. Very mild; not a sensitizer.
d9549ccb-5390-4ede-b9f4-b19d3c293acc,Hexapeptide-11,"A yeast-derived peptide working as a firmness anchor — part of the peptide family that strengthens the extracellular matrix to make skin feel denser and less fragile. It improves texture and resilience over time. Very well-tolerated, consistent with the peptide class generally."
1cdc7bd2-18f4-4982-8f86-73dc95069e21,Hexapeptide-9,"A synthetic peptide that signals skin to produce more collagen by mimicking a collagen fragment — building the firmness anchor from within. It strengthens the extracellular matrix over time, which is what makes skin feel less raw and reactive even when nothing is actively irritating it. Gentle and appropriate for reactive skin."
d571cb65-9e74-4012-8f39-65e9eba1c6c2,Hexylene Glycol,"A glycol used as a humectant, solvent, and surfactant coupling agent. Well-tolerated at typical cosmetic concentrations; occasionally reported as a mild irritant at very high concentrations in occupational settings, but not at typical cosmetic use levels."
ec538b74-c9c6-4ae7-8fc2-c852ffb23343,Hibiscus Esculentus Fruit Extract,"Okra fruit extract — contains mucilages that provide a soothing, film-forming effect. Well-tolerated."
9629eaa1-ac16-4c2f-aa23-c6354c3d81c4,Hibiscus Sabdariffa Flower Extract,Roselle hibiscus extract — rich in anthocyanins with antioxidant properties. Well-tolerated.
dc16fc4d-a2e8-4111-b59f-9380939a6a95,Hippophae Rhamnoides Fruit Extract,"Sea buckthorn fruit extract — extremely rich in vitamins C and E, carotenoids. Antioxidant. Well-tolerated."
77c2c6f4-6750-43d3-93c8-1454b79d02cd,Hippophae Rhamnoides Oil,"Sea buckthorn berry oil — very rich in carotenoids (orange color), tocopherols, and palmitoleic acid. Potent for skin repair. Well-tolerated."
351e549c-25bc-4748-a711-2ca3efdae692,Honey Extract,Honey-derived conditioning and humectant ingredient. Contains enzymes and amino acids. Well-tolerated.
80c563d0-32f4-4b2a-b755-12e47f8afd98,Honey Extract*,Honey-derived conditioning and humectant. Well-tolerated.
3e77d5d5-8358-4899-8103-e1dba17c8e83,Hordeum Distichon Extract,Barley extract — contains beta-glucan and other conditioning compounds. Well-tolerated.
fe0c7835-c126-4b60-a2d0-e50316a96cf0,Houttuynia Cordata Extract,"Heartleaf (Houttuynia cordata) extract — a cooling, anti-inflammatory plant extract central to Korean skincare for acne-prone and sensitive skin. Has documented antimicrobial activity and helps calm redness and irritation. The key ingredient in Anua's cleansing oil line. Well-tolerated with no common allergen concerns."
6b5d68c2-a700-46c7-ac54-b4cc6d42aac6,Hyacinthus Orientalis Extract,Hyacinth flower extract — conditioning and antioxidant. Well-tolerated at cosmetic concentrations.
9d6ef477-0845-484f-a961-5a066c1ccedc,Hydrocolloid,A gel-forming material used in medical wound dressings and in acne pimple patches. It creates a moist healing environment that draws fluid out of blemishes and protects the wound from bacteria and contact. The same technology used in post-surgical wound care — excellent tolerability and a non-chemical approach to spot treatment that works well for reactive skin.
6600b6ad-e4b2-4298-aee3-15a71d326118,Hydrogen Dimethicone,A reactive silicone that crosslinks to form films or elastomers in formulas. Non-sensitizing.
e977cd82-8ad0-4c4c-b8a1-4101a0dd267c,Hydrogenated Castor Oil,Castor oil hardened by hydrogenation — used as a wax-like thickener and emollient in lip products and creams. Well-tolerated; not a sensitizer.
c5dc3a3d-6c64-40fe-b806-4643ebedf6d0,Hydrogenated Castor Oil Isostearate,A castor oil derivative used as an emollient in lip products. Not a sensitizer.
7c0f3296-cfae-4801-ad3b-92b9d91b5294,Hydrogenated Coconut Oil,Coconut oil that has been partially or fully hydrogenated to create a solid wax-like emollient. More stable than raw coconut oil and less comedogenic than some coconut fractions. Well-tolerated.
1f27f4a5-f841-4b35-8acd-a96a556b5049,Hydrogenated Farnesene,"A hydrogenated terpene-derived emollient with a light, dry skin feel. Used as a silicone alternative. Not a sensitizer."
97748b20-a0ff-4c0e-a615-7ee98741aa22,Hydrogenated Jojoba Oil,Jojoba oil solidified by hydrogenation — used as a wax-like emollient and thickener. Shares the excellent skin compatibility of jojoba.
0bb1f47c-0b39-45db-b99c-b08d79e60e78,Hydrogenated Lecithin,A stabilized form of lecithin (phospholipid emulsifier) — identical in function to regular lecithin but more resistant to oxidation. Phospholipids are natural components of cell membranes and are highly skin-compatible. Also acts as a skin-conditioning agent that supports barrier integrity. Very well-tolerated.
a1ac2be0-df9e-4556-bd76-8bca0b6a46cc,Hydrogenated Poly,"Hydrogenated polyisobutene — a lightweight synthetic emollient that gives formulas a silky, non-greasy skin feel. Often used as a silicone alternative. Not a sensitizer."
cf69f800-f815-40c3-853f-aa050ab8c5a1,Hydrogenated Polydecene,"A synthetic hydrocarbon emollient with a smooth, spreadable skin feel. Not a sensitizer."
01e8a4e1-19f3-45fe-aa0e-abefdc96c3d8,Hydrogenated Polyisobutene,"A lightweight synthetic emollient that gives a silky, non-greasy feel. Used as a silicone and petrolatum alternative. Not a sensitizer."
8317d124-5982-4b24-a013-4be62981323b,Hydrogenated ­Polyisobutene,"A lightweight synthetic emollient. Silky, non-greasy. Not a sensitizer."
f0ba00a9-d9da-45c9-b3df-2f507548ad00,Hydrogenated Vegetable Oil,A solidified plant oil used as an emollient. Generally well-tolerated.
264e017e-9499-485a-a442-b3ee91da480d,Hydrolyzed Collagen,"Collagen protein broken into small peptide fragments that condition skin and act as humectants. Cannot rebuild collagen (too large to penetrate), but effective as a surface moisturizer. Well-tolerated."
7a13f4cf-8534-4117-b07f-fd6779dfe27c,Hydrolyzed Corn Starch,Partially broken-down corn starch that functions as a humectant and skin conditioner. Well-tolerated.
ee04e8c0-9429-4bcc-ba2c-f2dff859ddd5,Hydrolyzed Glycosaminoglycans,"Hydrolyzed glycosaminoglycans — a family of sugar-protein molecules (includes chondroitin sulfate, dermatan sulfate) broken into smaller fragments that condition skin and signal repair processes. Functions as a skin-conditioning humectant. Unlike hyaluronic acid (also a glycosaminoglycan), this blend has lower moisture-trapping intensity and is well-tolerated."
70b309ba-79b0-4897-ae82-22b54c37ca12,Hydrolyzed Jojoba Esters,"Jojoba wax broken into smaller fragments — a conditioning, skin-compatible emollient. Very well-tolerated."
28562090-5784-4e46-8196-b859dd8ae1a7,Hydrolyzed Myrtus Communis Leaf Extract,Myrtle leaf extract — antioxidant and antimicrobial. Well-tolerated.
1c35a1e1-b0fb-4a03-9567-8d0223343aa8,Hydrolyzed Vegetable Protein,Hydrolyzed plant protein used as a humectant and film former. Generally well-tolerated; those with specific legume allergies should check the source protein.
54afb724-6e75-4059-bdbb-bd29d269ff0a,Hydroxyacetophenone,A phenolic antioxidant and preservative booster that enhances the efficacy of other preservatives. Also has mild anti-inflammatory properties. Well-tolerated; not a known sensitizer.
e541d1ba-4894-4e19-a8f4-6f330e031b10,hydroxyapatite,A naturally occurring mineral form of calcium phosphate — the same mineral that makes up bone and tooth enamel. Used in skincare for its soothing and remineralizing properties. Well-tolerated.
ac555a71-7e2b-47c6-93b8-0ded2280d0e2,Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,"A synthetic polymer used as a thickener and emulsion stabilizer — gives formulas a smooth, lightweight gel texture. Commonly found in modern serums and lightweight moisturizers. Not a sensitizer."
4203b031-404c-4bd7-af8e-41688cf116b8,Hydroxyethyl Urea,A modified urea that functions as a humectant without the keratolytic activity of urea at higher concentrations. Very well-tolerated.
3ea0cc18-f876-4cf9-a106-f98752138590,Hydroxyethylcellulose,"A cellulose-derived thickener and film former used in gels and serums. Gives formulas a clean, non-tacky gel texture. Very well-tolerated; not a sensitizer."
11f87ced-6bb7-42ea-87a5-3072d6b1d2e8,Hydroxyethylpiperazine Ethane Sulfonic Acid,HEPES — a biological pH buffer used to maintain stable pH in formulas. Inert; not a sensitizer.
056427eb-d586-448e-9588-d83a76efcc41,Hydroxypropyl Cyclodextrin,"A cyclic sugar molecule used to encapsulate fragrance and active ingredients, improving stability and controlled release. Inert; not a sensitizer."
ece705c8-ea8a-4d56-8e21-3cd2219714c4,Hydroxypropyl Methylcellulose,A cellulose ether used as a thickener and film former. Inert; very well-tolerated.
0c10f9be-5d4d-4b01-ab2a-3ab434989423,Hydroxypropyl Starch Phosphate,A modified starch used as a thickener and absorbent. Inert; not a sensitizer.
0f4bfd0e-54f4-40cd-a6cf-1094dd87f20e,Hydroxypropyltrimonium Hyaluronate,A cationically modified hyaluronic acid with improved adhesion to skin and hair surfaces. Provides the same humectant benefits as standard HA with better substantivity. Well-tolerated.
0699ac65-dbe1-419e-a92d-3e1e94bb3059,Hydroxypropyltrimonium Hydrolyzed Wheat Protein,A cationic wheat protein derivative used for hair and skin conditioning. Well-tolerated.
33d052ba-667d-4d2a-91d7-9c32b1ec78f9,Hydroxypropyltrimonium Hydrolyzed Wheat Starch,A cationic wheat starch derivative used for conditioning. Well-tolerated.
85451312-0f3b-4834-b131-4fb0f41c254b,Hypochlorous Acid,"A weak acid produced naturally by white blood cells as part of the immune response to infection — it's literally part of how the body fights bacteria. In skincare, it's used as a gentle antimicrobial spray that's particularly popular in the eczema and reactive-skin community. Very low irritation potential; it actively helps calm inflammatory skin conditions rather than challenge them."
8a943a19-3487-4aae-a405-c003db043e8d,Illicium Verum (Anise) Fruit Extract,Star anise fruit extract (common name variant of Illicium Verum Fruit Extract). Well-tolerated.
af101984-57bd-46ed-886a-acb46bead045,Illicium Verum Fruit Extract,Star anise extract — contains anethole and antioxidants. Well-tolerated at extract concentrations.
d6872089-c81b-4028-a78f-1788d5879dae,Illite,A clay mineral used as an absorbent in masks and powder makeup. Inert; not a sensitizer.
2a7ff0df-3912-4dd7-800d-a68aae06af8d,Inulin Lauryl Carbamate,A prebiotic-derived film former that supports skin microbiome balance. Well-tolerated.
e7a02122-7c83-46a1-9909-ab5c861115ad,Iron Oxide Black,Iron Oxide Black (Ci 77499) — mineral pigment used in darker makeup shades. Inert and non-sensitizing.
1b7e9ab2-3e74-4e68-992d-89d5dee639b8,Iron Oxide Red,Iron Oxide Red (Ci 77491) — mineral pigment for red-warm tones in makeup. Inert and non-sensitizing.
56293cf6-a1f2-4f2f-8892-43fa38b33887,Iron Oxide Yellow,Iron Oxide Yellow (Ci 77492) — a mineral pigment used in makeup. Inert and non-sensitizing.
610e388c-17a5-4dc3-aeef-d63f658a5df4,Iron Oxide/Ci 77491,Iron Oxide Red (Ci 77491) — mineral pigment. Inert and non-sensitizing.
7304bee1-5350-4d1d-b433-d7017855a5f6,Iron Oxides,"Mineral pigments (Ci 77491 red, Ci 77492 yellow, Ci 77499 black) used to create every shade of makeup from nude to deep brown. Inert, non-sensitizing, and non-comedogenic. The preferred pigment base for reactive skin."
ba1bd081-2665-4e72-8995-549444548b1d,Isoamyl Laurate,A lightweight emollient ester derived from isoamyl alcohol and lauric acid. Dry skin feel; not a sensitizer.
0c432d48-fd52-401d-bcd1-4d27503ac7ae,Isobutane,A hydrocarbon propellant used in aerosol products. Evaporates completely on dispensing; no residue on skin. Not a sensitizer.
53f3f5e5-ce6d-412a-a491-e53ec309c0a7,Isoceteth-10,A PEG-based emulsifier and solubilizer. Well-tolerated.
c4ca492d-ff62-4851-859a-13a679842327,Isododecane,"A lightweight branched hydrocarbon solvent that gives makeup formulas a fast-drying, non-greasy finish. Evaporates off skin, leaving a smooth, comfortable wear. Not a sensitizer."
36f6a243-4dbf-4ea2-97e7-bd3e023afe6b,Isohexadecane,"A lightweight branched hydrocarbon emollient that gives formulas a fast-spreading, non-greasy skin feel. Used in foundations and sunscreens. Not a sensitizer."
030f6c3a-f559-45cd-aa46-4927f43803c2,Isononyl Isononanoate,"A lightweight branched emollient ester. Very dry, silky skin feel. Not a sensitizer."
4ebeb88c-8c86-49fa-bc25-465851057415,Isopropyl Isostearate,An emollient ester with a light skin feel. Moderate comedogenicity rating; not a sensitizer.
f12e14bc-0975-4fe8-b1ad-69cd1adaa9c5,Isopropyl Lauroyl Sarcosinate,"An amino acid-derived (sarcosine) emollient ester with a dry, non-greasy feel. Well-tolerated."
fc8c0fab-d999-435f-89e5-5a2b6e07a760,Isopropyl Myristate,"An emollient ester with a dry, penetrating skin feel. Has a moderate comedogenicity rating and may contribute to clogged pores in acne-prone skin, but is not a sensitizer and is well-tolerated by most skin types including reactive."
6464654d-0e49-4d29-b642-07bf434e6001,Isopropyl Palmitate,"An emollient ester of isopropyl alcohol and palmitic acid — gives formulas a dry, non-greasy skin feel. Rated moderately comedogenic on the classic 0–5 scale (typically 4), meaning it can contribute to clogged pores in acne-prone skin. Not a sensitizer; the concern is primarily pore-clogging rather than reactive skin symptoms."
cef0a7da-8cb5-47c7-84dd-d8bdee71d983,Isopropyl Titanium Triisostearate,A dispersing agent used in makeup to help spread titanium dioxide and pigments evenly. Present at trace concentrations; not a sensitizer.
2433c824-466d-4d2b-943d-33dc00f459ed,Isotridecyl Isononanoate,"A lightweight emollient ester with a dry, non-greasy skin feel. Well-tolerated."
85505a2c-da55-4be5-ba1d-8f6b56383f87,Jasminum Officinale Extract/Jasmine Flower Extract,"Jasmine flower extract — at extract concentrations, much less sensitizing than jasmine essential oil. Used for soothing and antioxidant properties. Well-tolerated for most."
ef5036be-d4dd-4dd3-9ba6-486371cfaea2,Jojoba Esters,Hydrogenated jojoba wax — used as a wax alternative and emollient. Inherits jojoba's excellent skin compatibility. Well-tolerated.
cbc4e363-e06d-48e8-a1a8-3247ddf77e3c,Kaolin,"A naturally occurring white clay used as an absorbent, thickener, and opacifier. Gentle and very well-tolerated — frequently used in sensitive-skin masks. Not a sensitizer."
a6635bb8-c212-4e7a-a7c0-e5ae4198b42f,Lactobacillus Ferment,"A ferment from Lactobacillus bacteria that contains antimicrobial peptides, acids, and other beneficial metabolites. Helps support skin microbiome balance and provides mild preservation activity. Very well-tolerated."
9a533060-a9c8-4780-880c-a71b2cd94037,Lactobacillus Ferment Lysate,Lysed Lactobacillus bacteria — probiotic-derived components that support the skin microbiome. Well-tolerated.
25d5bca1-3ab4-4928-8bf9-fcd7aa2d77c4,Lactobacillus*,Lactobacillus bacteria or its ferment — probiotic-derived benefits for skin microbiome support. Well-tolerated.
60a214c8-6517-4d57-a63b-6f6b84ffbaab,Lactobacillus/Eriodictyon Californicum Ferment Extract,A ferment combining Lactobacillus with yerba santa plant. The fermentation process produces beneficial acids and peptides. Well-tolerated.
a4ae8170-8539-4d7a-8813-d6aaf420e4a6,Lactobacillus/Pumpkin Ferment Extract,A ferment of Lactobacillus with pumpkin — conditioning and microbiome-supportive. Well-tolerated.
a2f1224e-d989-43f1-afd9-ecabc954920d,Lactobacillus/Soybean Ferment Extract,A ferment of Lactobacillus and soybean — produces beneficial metabolites including amino acids and vitamins. Well-tolerated.
f1a6fdff-a2f4-4256-ba98-bbfe614ed850,Lake Ci 77007 / Ultramarines,Ultramarine blue/violet — a mineral pigment derived from lapis lazuli. Inert and non-sensitizing.
ed0dcdba-0401-46e8-baec-5a73d24de5bd,Laminaria Digitata Extract,Kelp extract — contains fucoidan and minerals with hydrating and soothing properties. Well-tolerated.
14d90342-1c35-419b-9e8b-7e2777b31da4,Laminaria Japonica Extract,Kelp extract — contains fucoidan and iodine with soothing and conditioning properties. Well-tolerated.
61c8696c-06c3-4f68-92e3-6dfb8757baaf,LAMINARIA SACCHARINA EXTRACT,Sugar kelp extract — contains alginates and fucoidan with soothing and humectant properties. Well-tolerated.
83c9410f-f22c-474b-9c22-62e993061b48,Laureth-4,A PEG-based emulsifier. Well-tolerated at typical cosmetic concentrations.
25ec6338-217a-4901-8feb-c687d4da5078,Laureth-7,A PEG-derived emulsifier and surfactant used to stabilize emulsions and disperse oils. Well-tolerated at typical cosmetic use levels.
8fb92a43-303c-4794-b9c1-26509a49bb69,Lauric Acid,"A C12 saturated fatty acid naturally found in coconut and palm kernel oil. Used as an emulsifier and antimicrobial agent. Skin-identical; well-tolerated, though its medium-chain length means a moderate comedogenicity rating."
8fa081da-4d84-485e-9563-5c832f64e516,Lauroyl Lysine,"An amino acid derivative (lysine + lauric acid) used as a slip agent and surface modifier in powder makeup. Creates a silky, adherent feel. Well-tolerated; not a sensitizer."
1b094359-dcbc-4bbf-bf1b-715e53b78343,Lauryl Alcohol,A C12 fatty alcohol used as an emollient and consistency agent. Well-tolerated.
